/*
LTJS
NOLF2 CRES
20969 "No hay motivos para angustiarse."
20970 "Fijando objetivo."
20971 "¡Atacar! ¡Atacar!"
20972 "Solicitando ayuda."
20973 "Persiguiendo objetivo."
20974 "Detectada forma de vida sospechosa."
20975 "¡Qué minino más mono!"
20976 "¡Peligro!"
20977 "Posible sospechoso en los alrededores."
20978 "Detectado estímulo auditivo sospechoso."
20979 "¡Intruso detectado!"
20980 "Detectado estímulo visual sospechoso."
20981 "¡Error del sistema!"
20982 "Recibido daño menor."
20983 "Detectada sustancia adhesiva."
20984 "Detectado objeto peligroso."
20985 "Las matemáticas son divertidas."
20986 "Computando."
20987 "Todos los sistemas funcionando."
20988 "Análisis del sistema en progreso."
20989 "Escaneando."
20990 "Secuencia de patrulla activa."
20992 "Resultados de la investigación: inconcluyentes."
20993 "Calculando posible ruta."
20994 "Calculando."
20995 "Detectada sustancia gaseosa."
20996 "Iniciando procedimiento de busca."
20997 "Resultados de la búsqueda: inconcluyentes."
20998 "¿Estás operativo?"
21162 "¡Minino malo!"
21163 "¡Minino, minino, minino!"
21164 "¡Arghhh!"
21165 "Sííííííí."
21166 "¡Graaaaarrrr!"
21167 "Rrrrrr."
21168 "MMmmmm."
21169 "Grrrr."
21170 "¿Ah?"
21171 "Rr."
21172 "¡¡¡AAAAHHHHRRRRGGGHHHH!!!"
21173 "¡¡¡MATAR!!!"
21174 "¡¡¡DESTRUIR!!!"
21177 "¿Rrr?"
21184 "Rrrr."
21185 "Grrr."
21186 "Mmm."
21188 "¿Mmm?"
21189 ""
21190 ""
21191 ""
21192 ""
25000 "<INTELLIGENCE ITEMS C01S01>"
25001 "UNUSED"
25002 "Aviso público: Toque de queda en el pueblo@AVISO PÚBLICO:\n\nDesde hoy, a partir de las 6 de la tarde hasta las 6 de la mañana se impondrá el toque de queda. Los residentes que sean sorprendidos en el exterior durante las horas del toque de queda serán duramente castigados.\n\nHaruko Muroi\nAdministrador ayudante del clan ninja Katakuri."
25003 "Memorándum del clan ninja: Patrullas@A todos los miembros del clan:\n\nCreemos que la espía entrará en el pueblo por el este, donde están concentradas la mayoría de las atracciones turísticas, pero es también posible que aparezca por las cataratas. Por favor, informen puntualmente a los correos asignados esta tarde. Se recomienda comer antes de que comiencen sus turnos, puesto que nuestro presupuesto para comida se gastó en el ataque del mes pasado al cuartel general del clan Oshii.\n\nHaruko Muroi\nAyudante del administrador"
25004 "Expediente de UNITY: Ninjas@Cate,\n\nA pesar de que la información sobre el clan ninja en Inotakimura es escasa, hemos conseguido averiguar los siguientes detalles:\n\n- Los ninjas son entrenados para atacar a larga distancia asestando poderosos golpes contra sus enemigos.\n\n- Pueden utilizar bombas de humo para desvanecerse, y aparecen al lado de sus objetivos para atacarlos por sorpresa.\n\nEspero que esta información le sirva de ayuda. Cuídese.\n\nBruno Lawrie\nAgente operativo senior\nUNITY División de operaciones especiales"
25005 "Memorándum de UNITY: Objetivos adicionales@Agente Archer,\n\nEn ocasiones tendrás la oportunidad de aumentar tus puntos de habilidad realizando misiones adicionales. Abre bien los ojos y busca objetos de inteligencia como notas, maletines o cartas.\n\nAquí tienes un sencillo objetivo opcional para practicar: He repartido seis páginas del manual de campo de UNITY por todo el área. Encuéntralas antes de continuar.\n\nSanta,\nDirector de Artilugios\nDivisión de creación de juguetes de UNITY"
25006 "Manual de UNITY: Búsqueda@BÚSQUEDA\n\nLos enemigos a menudo llevan objetos valiosos como munición, armadura, botiquines, o documentos importantes, por tanto asegúrate de registrarlos meticulosamente presionando el botón de Acción hasta que la barra de progreso desaparezca. Si quieres, puedes arrastrar a tus víctimas hacia las sombras antes de registrarlos para no llamar la atención.\n\nTambién puedes buscar en archivadores y en montones de papel para conseguir pistas y objetos útiles. Es normal que mientras buscas, logres objetivos adicionales."
25007 "Manual de UNITY: Enemigos inconscientes@ENEMIGOS INCONSCIENTES\n\nLos enemigos que están inconscientes porque han sido atacados, por ejemplo, con un tazer o gas somnífero acaban por despertarse. También pueden ser reanimados por sus camaradas.\n\nPuedes desarmar a enemigos inconscientes al registrarles, eliminando así la amenaza a menos que obtengan un arma de repuesto."
25008 "Manual de UNITY: Botón de Acción@BOTÓN DE ACCIÓN\n\nCuando selecciones un objeto o personaje podrás interactuar con ellos, aparecerá un texto en el centro de la pantalla para indicarte lo que ocurrirá si pulsas el botón de Acción (tecla predeterminada: botón derecho del ratón). Si el texto aparece gris no podrás interactuar con el objeto a menos que cumplas algún requisito. Por ejemplo, quizás debas desbloquear una puerta o utilizar un objeto necesario del inventario.\n\nEl botón de Acción recargará el arma que lleves (siempre que se pueda recargar) si no estás apuntando a nada."
25009 "Manual de UNITY: Ocultarse@OCULTARSE\n\nCuando entres en un lugar en el que te puedas esconder, aparecerá el icono Escondite en la parte inferior de tu pantalla. Si permaneces quieto, te ocultarás momentáneamente, hasta el punto de que los enemigos no te podrán ver, a menos que se dirijan directamente hacia tu posición. Podrás permanecer oculto mientras no te muevas del escondite ni te muevas bruscamente o dispares un arma.\n\nSi no puedes esconderte porque un enemigo te ha localizado y sabe donde estás el icono aparecerá tachado."
25010 "Manual de UNITY: Artículos de inteligencia@ARTÍCULOS DE INTELIGENCIA\n\nAsegúrate de buscar en todos sitios documentos importantes. Es posible que algunos contengan información vital para la misión. Otros pueden darte puntos de habilidad.\n\nPuedes ver los documentos recogidos en cualquier momento accediendo a la pantalla Inteligencia (tecla de acceso rápida predeterminada: I)."
25011 "Manual de UNITY: Cómo abandonar una zona 1@CÓMO ABANDONAR UNA ZONA, PARTE 1\n\nCuando veas el icono Puerta, significa que te aproximas al final de una zona. Muévete hacia delante para salir, pero sólo si has terminado de explorarla."
25012 "Manual de UNITY: Regalos@Agente Archer,\n\nSiempre que sea posible, me encargaré de dejar equipamiento útil o munición en el campo. Estos suministros están envueltos con papel de aluminio, como éste.\n\nLas monedas que encontrarás en este paquete valen más de lo que parecen, pueden lanzarse para distraer al enemigo. Puedes alejar a tus enemigos de sus puestos si las lanzas desde una esquina o dentro de un callejón.\n\nSanta"
25013 "Recordatorio: Estado de la Mision@PANTALLA DE MISIÓN\n\nConsulta la pantalla de Misión (tecla de acceso rápido predeterminada: Tab) para obtener información acerca de tu misión actual. Aquí encontrarás tus objetivos actuales, los cuales deberás ir completando por orden a medida que lleves a cabo tu misión. Los objetivos opcionales (tareas secundarias que puedes realizar para conseguir puntos de habilidad adicionales) también aparecen aquí, junto con los parámetros, que son pautas o normas de conducta. No ajustarse a estos parámetros puede causar la pérdida de puntos de habilidad o que la misión resulte fallida."
25014 "Manual de UNITY: Pantalla de equipamiento@PANTALLA DE EQUIPAMIENTO\n\nRecuerda que puedes consultar la pantalla de Equipamiento siempre que adquieras nuevas armas, artilugios o munición (tecla de acceso rápido predeterminada: M) en cualquier momento para obtener información. Utilizando esta pantalla podrás seleccionar equipamiento y munición o funciones de los dispositivos mientras el juego está en pausa."
25015 "Recordatorio: Puntos de habilidad@PUNTOS DE HABILIDAD\n\nSerás recompensado con puntos de habilidad por salvar ciertos obstáculos o realizar objetivos específicos. Accede a la pantalla Jugador (tecla de acceso rápido predeterminada: P) para usar estos puntos y mejorar tus habilidades. Piensa cuidadosamente cómo vas a invertir tus puntos."
25016 "Recordatorio: Neutralizar enemigos@NEUTRALIZAR ENEMIGOS\n\nPuedes despachar a tus enemigos sigilosamente usando armas silenciosas como el tazer, la ballesta o la pistola con silenciador. Si los enemigos se percatan de tu presencia, gritarán mientras les atacas y llamarán la atención."
25017 "Recordatorio: Mover cuerpos@MOVER CUERPOS\n\n Los enemigos darán la voz de alarma si ven a un camarada tirado, así que puedes utilizar mover cuerpos (tecla predeterminada: G) para cargar adversarios fuera de combate y dejarlos en algún lugar fuera del camino. No podrás correr o utilizar un arma mientras estés cargando con el cuerpo, así que calcula tus movimientos cuidadosamente."
25018 "Recordatorio: Disturbios@DISTURBIOS\n\nLos enemigos pueden escuchar los mismos sonidos que tú, por tanto aprende a moverte cuidadosamente. Si pasas sigilosamente no harás ruido (tecla predeterminada : Mayúsculas izquierda). Además, ciertos materiales (como hierba, alfombras o nieve) pueden amortiguar tus pisadas mientras que otros (como metales o baldosas de cerámica) amplifican el sonido.\n\nTambién, si te chocas con una campanilla o golpeas una botella puede causar un disturbio, así que vigila tus pasos."
25019 "Recordatorio: Inclinarse@INCLINARSE\n\nAsómate en las esquinas (teclas predeterminadas: Q y E) para ver lo que ocurre más adelante. No estés mucho tiempo o tus enemigos pueden acercarse a investigar."
25020 "<INTELLIGENCE ITEMS C01S02>"
25021 "Manual de la UNITY: Brújula@BRÚJULA\n\nAdemás de mantenerte orientado en tu entorno, tu brújula puede suministrarte información valiosa. El icono del objetivo te guiará hacia lugares fundamentales para realizar tu misión. También podrás ver ocasionalmente una X, que indicará los puntos de tu ruta y otros lugares importantes."
25022 "Memorándum del clan ninja: Cate Archer@ATENCIÓN TODOS LOS MIEMBROS DEL CLAN\n\nTened cuidado con la agente de UNITY, Cate Archer. Está armada y es considerada como extremadamente peligrosa. Informad de cualquier novedad a Takashi-san en cuánto tengáis oportunidad.\n\nHaruko Muroi\nAyudante del administrador"
25023 "Manual de UNITY: Dificultad@NIVELES DE DIFICULTAD\n\nTen en cuenta que puedes ajustar la dificultad de tu misión en cualquier momento, accediendo al menú Opciones, seleccionando Juego y eligiendo el nivel que quieras. Los niveles de dificultad afectan fundamentalmente a la cantidad de daño que te causarán los enemigos, por tanto si te desanimas o no te supone un importante desafío, inténtalo modificando el nivel de dificultad que estimes oportuno."
25024 "Manual de UNITYl: Guardar@GUARDAR\n\nRecuerda ir guardando tus progresos a menudo, bien utilizando la opción Guardar en el menú Sistema o bien utilizando la tecla predeterminada de guardado rápido (F6). Ten en cuenta que tus progresos se irán guardando automáticamente cuando entres en una nueva zona, por tanto tienes la opción de reiniciar el nivel si lo consideras necesario."
25025 "Manual de UNITY: Distracción@DISTRACCIÓN\n\nUna de las formas más eficaces para pasar desapercibido ante los agentes enemigos consiste en distraerlos. Por ejemplo, puedes lanzar una moneda a un pasillo oscuro para alejar a los guardias de sus puestos. Si el truco no llama su atención, el sonido característico de perder el cambio sobre el suelo seguro que surtirá efecto. Si no tienes una moneda, siempre puedes improvisar con tu ballesta. Procura no ser muy escandaloso o alarmarás a tus enemigos."
25026 "Memo del clan ninja: Cambiar reunión@¡IMPORTANTE! ¡LEER ATENTAMENTE!\n\nPor petición del Director, se ha cambiado el lugar de encuentro de esta noche, será la casa principal. Asegúrense de consultar con el esquema de puestos de guardia antes de acudir a su trabajo para minimizar la confusión. Si van a estar patrullando una zona desconocida, asegúrense de localizar la ubicación de los aseos.\n\nHaruko Muroi\nAyudante del administrador"
25027 "UNUSED"
25028 "UNUSED"
25029 "UNUSED"
25030 "MAPA: Finca@"
25031 "Nota de Hatori-san: Instrucciones@Agente Archer, le he dejado instrucciones sobre cómo y cuándo ponerse en contacto conmigo. Por razones de seguridad, he colocado cuatro notas codificadas en el vecindario, cada una con una parte del mensaje. De esta forma, si una de las notas es interceptada y descodificada, mi seguridad no se verá comprometida.\n\nTambién te he dejado un regalo junto a una máquina expendedora.\n\nIsamu Hatori"
25032 "Nota de Hatori-san: Cita@Te veré en la tienda de caramelos de la parte oeste del vecindario. Busca la señal de grúa cerca de una máquina expendedora."
25033 "Nota de Hatori-san: Buzón rojo@Hay tres buzones frente a la tienda de caramelos. Tienes que colocarlos correctamente para que me señalen.\n\nEl buzón rojo debe estar abierto."
25034 "Nota de Hatori-san: Buzón gris@Hay tres buzones enfrente de la tienda de caramelos. Debes colocarlos de una forma específica para hacerme una señal.\n\nEl buzón gris debe estar cerrado."
25035 "Nota de Hatori-san: Buzón azul@Hay tres buzones frente a la tienda de caramelos. Tienes que colocarlos correctamente para que me señalen.\n\nEl buzón azul debe estar abierto."
25036 "Memorándum del clan ninja: Quejas@A todos los miembros del clan:\n\nHa llegado a mis oídos que algunos estáis insatisfechos con nuestro trabajo actual. Sé que no es muy agradable trabajar para el Director pero recordad que Isako-san tiene con él una deuda de honor. Dejad de lado vuestros prejuicios personales por el bien de nuestro clan.\n\nSi teneis problemas para vivir con vuestro resentimiento, Obaba estará disponible para aconsejaros en cuanto termine su último veneno.\n\nMikiko Shena\nAgente moral"
25037 "Nota: Entrega del maletín@Agente Archer\n\nPor favor, entregue este maletín a Hatori-san lo antes posible. Contiene información sobre su nueva misión.\n\nSanta"
25038 "UNUSED"
25039 "Manual del espía@MANUAL DE ENTRENAMIENTO DE ESPÍAS"
25040 "<INTELLIGENCE ITEMS C02S01>"
25041 "Carta de Isako: Página 1@Para: Hideko Sato\nDe: Isako, Jefe del clan ninja Katakuri\n\nAgradezco mucho tu interés, pero no puedo aceptar tu generosa oferta. Como sabes, tengo una deuda de honor con el director. Seguramente no podría echarme a un lado y permitir que le asesinen, incluso aunque su muerte me liberase. Traicionaría mi conciencia."
25042 "Carta de Isako: Página 2@Quizás si comprendieras las circunstancias que rodean mi obligación, apreciarías mi razonamiento. Al poco tiempo del asesinato de mis padres, fui recogido por una anciana mientras vagabundeaba por las calles de Kyoto. Su delicada salud la impedía hacerse cargo de mí, pero ella convenció a su hija, entonces jefa del clan ninja Sakuragaoka para acogerme y entrenarme."
25043 "Carta de Isako: Página 3@Cuando cumplí 14, fui enviado a mi primera misión: asesinar a un mercader glotón el cual había estado robando a chicas de sus familias para explotarlas como prostitutas en su sucio juego. Era una tarea simple, pero fui capturado antes de que pudiera matarlo, faltando a todos los hombres que habían pagado para que lo asesinara. Nos había engañado para poder jugármela y ganarse el favor de su señor."
25044 "Carta de Isako: Página 4@Antes de que el comerciante pudiese matarme, su amigo europeo intervino, pidiendo que me salvase la vida para trabajar para él. El comerciante estaba de acuerdo, y el Director, que es quien era, pasó a ser mi nuevo señor. Así que, verás que por mucho que me pese, le debo la vida a este hombre y debo pagar su generosidad, aunque tuviese un fin egoísta. Pero te agradezco humildemente tu consideración.\n\nIsako"
25045 "Manual de espía@MANUAL DE ENTRENAMIENTO DE ESPÍA"
25046 "Nota de Hatori-san: Disculpas@Agente Archer,\n\nDebido a un aumento en la actividad ninja, ya no puedo quedarme en la zona. Vuelva al punte donde Yamata-san la espera.\n\nTEnga mucho cuidado. Nunca había visto al clan trabajar así. \n\nIsamu Hatori"
25047 "Memorándum de UNITY: Hablar con la gente@Agente Archer\n\nHable siempre con gente identificada como amigos para ver si tienen información o consejos útiles. Quizás tengas que dirigirte a ellos varias veces hasta que tengan algo que decirte.\n\nSanta"
25048 "Carta: El Director@Estimado Sr. Jones,\n\nHe reunido información sobre este misterioso caballero inglés. Según nuestros informadores locales, adquirió la finca Fujioka hace más de diez años. Se dice que su razón para venir a Japón es la distancia de Inglaterra, aunque parece que nadie sabe por qué eso es tan importante para él. Investigaré más a fondo. \n\nIsamu Hatori"
25049 "Carta: Cumpleaños de Isako@Isako,\n\nMe doy cuenta de que no he sido el mejor mentor que podrías haber tenido y que me sirves más por el sentido de la obligación que tienes que por lealtad. No puedo decir que te eche la culpa. De la misma manera, espero que puedas entender la importancia que tienes para mí.\n\nEl honor y la competencia son escasos entre los arrogantes, seguidores de la ley hipócritas que he jurado aterrorizar. En nuestra industria, no hay nadie así.\n\nFeliz cumpleaños.\n\nThe Director"
25050 "Nota: Isako y el Director@Honorable ayudante del administrador,\n\nAnoche estaba de guardia en la casa principal. Estaba patrullando el tejado cuando oí risas venir de una ventana abierta. El Director estaba en medio de la habitación explicando a sus invitados a cenar los juegos manipulativos que debe jugar para aplacar a su leal sirviente ninja. Dijo que como un perro, Isako agradece mucho las demostraciones de calor paternal ocasionales. ¡DEBE decírselo! Este hombre es intolerable.\n\nMasayo"
25051 "Nota: Marcas de tiza@Agente Archer:\n\nHatori-san nos ha informado que ha visto a un ninja haciendo marcas con tiza frente a tres edificios de esta zona. Suponemos que estas marcas son señales para que sus agentes depositen información o artículos de valor. \n\nLocalice y borre esas marcas de forma que podamos redirigir la entrega a los sitios que nosotros elijamos.\n\nSanta"
25052 "Nota: Paciencia@Masayo-san\n\nEntindo y comparto tu frustración pero debemos tener paciencia. El sentido del honor de Isako-san es muy profundo. Así que será imposible convencerla de que lo olvide. Sé de lo que hablo. Algún día él se destapará ante ella. Lo único que puedo hacer es asegurarme de que él tenga siempre suficiente sake a mano para que se le suelte la lengua.\n\nHaruko Muroi\nAyudante del administrador"
25053 "Nota de Hatori-san: Cuidado@Agente Archer,\n\nCuando llegue a la zona del objetivo y tenga cuidado de no hacer demasiado ruido. Si causa mucho alboroto, perderá la oportunidad de fotografiar al Director. Sería una pena perder la oportunidad de obtener puntos de habilidad como recompensa por ser descuidada.\n\nIsamu Hatori"
25054 "Memorándum de UNITY: Lanzador de utilidades@Agente Archer,\n\nEl lanzador de utilidades CT-180 es una de las herramientas más versátiles. Su munición predeterminada es un dispositivo de rastreo diminuto que marcará la posición del objetivo en su brújula. El dardo es tan ligero que los enemigos no notarán que les alcanza.\n\nSanta"
25055 "UNUSED"
25056 "UNUSED"
25057 "UNUSED"
25058 "UNUSED"
25059 "UNUSED"
25060 "<INTELLIGENCE ITEMS C02S02>"
25061 "Memorándum del clan ninja: Alerta@Todos los miembros del clan deben mantenerse alerta. ¡La espía está suelta! Establezcan controles de carreteras por las entradas del este y del sur.\n\n¡No dejen que escape!\n\nHaruko Muroi\nAyudante del administrador"
25062 "Memorándum del clan ninja: La espía@ATENCIÓN A TODOS LOS MIEMBROS DEL CLAN\n\nQuiero que la espía muera de forma honorable y rápida. El Director y sus esbirros sin alma no deben obtener ninguna satisfacción de su muerte.\n\nIsako"
25063 "Nota: Emiko, llegas tarde@Emiko,\n\n¿Dónde estás? Ha sonado la alarma y todo el mundo tiene que presentarse en la finca. ¡Si recibes esta nota, apresúrate antes de que Isako-san advierta que no estás!\n\nYukiko"
25064 "Manual del espía@MANUAL DE ENTRENAMIENTO DE ESPÍAS"
25065 "Memorándum del clan ninja: Cate Archer@ATENCIÓN A TODOS LOS MIEMBROS DEL CLAN\n\nEl objeto de la operación de esta noche es Cate Archer, Súper Espía británica. No la infravaloren.\n\nOh, y asegúrense de que sufre.\n\nEl Director"
25066 "UNUSED"
25067 "UNUSED"
25068 "UNUSED"
25069 "<INTELLIGENCE ITEMS C02S03>"
25070 "Memorándum del clan ninja: Lectura de poesía punitiva@ATENCIÓN A TODOS LOS MIEMBROS DEL CLAN\n\nEl Director ha indicado que si la espías escapa, todo el clan será sometido a recitar poesía punitiva de la colección de su madre, que incluye su épico, \"Mi desagradecido hijo,\" su valiente aunque inexcusable contribución a la tradición de la saga de Islandia.\n\nPor el bien de nuestros colegas, mantengan una vigilancia estrecha.\n\nHaruko Muroi\nAyudante del administrador"
25071 "Memorándum del clan ninja: Cancelación de la fiesta@ATENCIÓN A TODOS LOS MIEMBROS DEL CLAN\n\nDebido a la emergencia de esta noche, pospondremos la fiesta de cumpleaños de Mikiko-san a mañana por la noche.\n\nHaruko Muroi\nAyudante del administrador"
25072 "UNUSED"
25073 "UNUSED"
25074 "UNUSED"
25075 "UNUSED"
25076 "UNUSED"
25077 "UNUSED"
25078 "UNUSED"
25079 "UNUSED"
25080 "<INTELLIGENCE ITEMS C03S01>"
25081 "Manual de UNITY: Abandonar la zona 2@CÓMO ABANDONAR UNA ZONA, PARTE 2\n\nAparecerá un icono de puerta con una flecha de doble sentido que indica que puedes volver a esta zona si te vas. A veces, puedes tener que volver para pasar obstáculos o cumplir algunos objetivos."
25082 "MAPA: Terreno de la base@"
25083 "Memorándum soviético: Ahogados@Para: Todo el personal\nDe: Recursos humanos\nLa productividad de nuestra gran instalación ha disminuido debido a que los camaradas Zymlyanoi y Alexey aparecieron ahogados la semana pasada. Se suspenden las patrullas en el lago helado hasta nueva orden.\n\nEstáis siendo observados."
25084 "UNUSED"
25085 "Memorándum de UNITY: Welder@Agente Archer,\n\nHe añadido algo nuevo a tu laca. Úsalo para abrir algunos candados y bisagras. Buena suerte.\nSanta"
25086 "Burocracia soviética: Cigarrillos@Para: Todo el personal\n\nEl Anexo 90/C-4 de la guía de higiene personal y gimnasia (volumen 7, página 3,483) estipula una ración diaria de 18 cigarrillos por soldado. Superar esta cantidad se castigará con la pena de muerte, salvo que los cigarrillos hayan sido robados (en cuyo caso se castigará con tortura y posterior pena de muerte) o regalados por un camarada (se castigará con tortura pero no será ejecutado). Si no se alcanza la cuota de 18 cigarrillos será punible con la pena de muerte.\n\nEstáis siendo observados."
25087 "Memorándum UNITY: Instrucciones de la misión@Agent Archer\n\nNuestro servicio de inteligencia indica que entrar en las instalaciones resulta mucho más sencillo que salir. Por lo tanto, tu primer objetivo será sabotear las comunicaciones enemigas y el suministro de energía.\n\nTambién, deberás colocar cargas en el puente cerca de tu actual posición para detonarlas cuando regreses. Al destruir el puente, evitarás cualquier riesgo de una posible persecución.\n\nHe marcado la posición de una cabaña de cazadores en la que te hemos dejado algunas provisiones, incluyendo un rifle de francotirador que debería serte muy útil.\n\nSanta."
25088 "Memorándum de UNITY: Lanzador de utilidades@Agente Archer,\n\nHe incluido un lanzador de utilidades CT-180 estandar con 10 dardos tranquilizantes reutilizables. Cada dardo deposita un potente sedante que dejará inconsciente al objetivo inmediatamente. Ten en cuenta que los enemigos inconscientes terminarán despertándose.\n\nPuedes utilizar la tecla de cambio de munición (tecla predeterminada: F) para desplazarte entre la munición tranquilizante y la de rastreo. Recuerda que también puedes ir a la pantalla Equipamiento para cambiar la munición mientras la partida está en pausa.\n\nSanta"
25089 "UNUSED"
25090 "UNUSED"
25091 "UNUSED"
25092 "UNUSED"
25093 "UNUSED"
25094 "UNUSED"
25095 "UNUSED"
25096 "UNUSED"
25097 "UNUSED"
25098 "UNUSED"
25099 "UNUSED"
25100 "<INTELLIGENCE ITEMS C03S04>"
25101 "Memorándum de UNITY: Cabaña de cazadores@Agente Archer,\n\nPor favor encuentre los suministros que nuestros agentes han dejado.\n\nCuando hayas completado tus objetivos, vuelve aquí y comunícate con el cuartel general. Tendrás que esperar a que anochezca antes de entrar en el complejo militar.\n\nSanta"
25102 "UNUSED"
25103 "UNUSED"
25104 "UNUSED"
25105 "UNUSED"
25106 "UNUSED"
25107 "UNUSED"
25108 "UNUSED"
25109 "UNUSED"
25110 "UNUSED"
25111 "UNUSED"
25112 "UNUSED"
25113 "UNUSED"
25114 "UNUSED"
25115 "UNUSED"
25116 "UNUSED"
25117 "UNUSED"
25118 "UNUSED"
25119 "UNUSED"
25120 "<INTELLIGENCE ITEMS C03S03>"
25121 "Burocracia soviética: Consumo de café@Para: Todo el personal\n\nEl apéndice 90/C-4 del manual sobre higiene personal y gimnasia (volumen 12, página 4) especifica que cualquier soldado no puede consumir ni más ni menos de 9 tazas de café al día. Todo aquel que sea sorprendido diluyendo su café en agua o cualquier otro líquido recibirá un disparo de inmediato. El que sea sorprendido echando su café a las plantas, será ejecutado mediante inyección letal. Darle el café a un perro, será castigado cumpliendo obligaciones en el edificio de registros principal.\n\nEstáis siendo observados"
25122 "Memorándum soviético: Solicitud de acceso M-9@Teniente Guniko,\n\nLe escribo para solicitar acceso a la zona de la unidad de procesamiento de datos M-9 en el edifico principal del registro. Me han vuelto a asignar al proyecto: Omega, pero no puedo hacer mi trabajo sin los permisos pertinentes. Ya he solicitado este permiso en varias ocasiones pero me lo han denegado porque no tengo acceso a la zona M-9. No sé qué hacer.\n\nRespetuosamente,\nCabo Butsenko"
25123 "Memorándum soviético: Acceso a M-9 denegado@Cabo Butsenko,\n\nMe temo que no puedo aprobar su petición de acceso a la zona de la unidad de procesamiento de datos M-9. A pesar de que me doy cuenta de la dificultad de sus circumstancias, no tengo la autoridad para darle acceso de alta seguridad a nadie que no tenga ya acceso a la zona de la unidad de procesamiento de datos M-9. Una vez que haya obtenido la autorización necesaria, puedo proporcionarle la autorización necesaria. Espero que esta información sea clara.\n\nTeniente Guniko"
25124 "UNUSED"
25125 "UNUSED"
25126 "UNUSED"
25127 "Documento: Informe de preparación, parte I@Informe sobre la preparación del ejército soviético\n\nParte I. Información de fondo\n\nEste informe has sido preparado de acuerdo con los deseos del general Nikolai Zhukov, que es un general muy bueno y uno de mis héroes personales. ¿Sabían que el general Zhukov fue condecorado como veterano de la Gran Guerra Patriótica? ¡Es verdad! Además es un gran botánico con un interés especial en plantas cruciformes, que a mí también me gustan mucho. Especialente los cardos."
25128 "UNUSED"
25129 "UNUSED"
25130 "Burocracia soviética: Solicitud de combustible@FORMULARIO DE SOLICITUD J-9:\n\n1. Artículo(s) solicitado(s): combustible para vehículos, 10 barriles. \n2. Razón de la solicitud: suministro incorrecto. \n3. Al hacer esta solicitud, ¿está insinuando que la Unión Soviética no satisface sus necesidades? ( ) Sí (X) No"
25131 "UNUSED"
25132 "UNUSED"
25133 "UNUSED"
25134 "UNUSED"
25135 "UNUSED"
25136 "UNUSED"
25137 "UNUSED"
25138 "UNUSED"
25139 "UNUSED"
25140 "<INTELLIGENCE ITEMS C03S02>"
25141 "Informe soviético: BLINDSIDE@Para: General Zhukov\nDe: KLAUS\n\nBLINDSIDE está procediendo según lo acordado. Todas nuestras operaciones ilustradas contra el adversario principal, ninguno ha sido nunca tan cabezota y ambicioso, nunca había asegurado la victoria de la Unión Soviética y la humillación total de nuestros enemigos. Volveré a informar cuando me haya puesto en contacto con SR. BIG y hayamos diseñado nuestra propuesta. Estoy seguro de que será receptivo a nuestra generosa oferta."
25142 "Informe soviético: BLINDSIDE ahogado@Para: General Zhukov\nDe: KLAUS\n\nBLINDSIDE está muerto en el agua. Sospecho de traición ya que he intentado contactar con el SR. BIG en varias ocasiones sin éxito. El principal adversario debe haberse enterado de nuestras intenciones de reclutar al presidente Johnson, lo cual explica por qué no puedo conseguir una entrevista con él. Estoy seguro de que una entrevista de sólo cinco minutos sería suficiente para que se uniese a nuestra causa, pero los norteamericanos son muy hábiles. No se fie de nadie."
25143 "Manual de entrenamiento de espías@MANUAL DE ENTRENAMIENTO DE ESPÍAS"
25144 "UNUSED"
25145 "UNUSED"
25146 "Documento: Informe de preparación, parte II@INforme sobre la preparación militar soviética\n\nParte II. Conclusiones\n\nTal y como ya se ha indicado, el general Zhukov es un individuo muy admirable cuyos numerosos logros proporcionan un excelente ejemplo a seguir por los soviéticos. Le gusta hacer esquí campo a traviesa, la música folk soviética y las tardes románticas a la orilla del lago Baikal junto a cualquiera de sus numerosas amantes, incluyendo su mujer, Nadia. En conclusión, creo que está claro que el ejército militar está bendecido con un líder cuya sabiduría proporciona toda la preparación que nos pueda hacer falta."
25147 "Memorándum soviético: Sabotaje@INFORME DE ALTO SECRETO ANTI-SABOTAJE\n\nCamarada Karpov,\n\nTras inspeccionar la instalación, concluiría que la única amenaza seria de sabotaje a la que se enfrenta podría surgir de una carga de demolición que está situada dentro del panel de acceso que se encuentra entre los dos generadores principales. Obviamente, la probabilidad de que un decadente espía capitalista descubra y aproveche esta oportunidad es casi inexistente.\n\nNo hace casi falta que mencione que este informe debe mantenerse bajo llave.\n\nCabo Butsenko"
25148 "UNUSED"
25149 "UNUSED"
25150 "UNUSED"
25151 "UNUSED"
25152 "UNUSED"
25153 "UNUSED"
25154 "UNUSED"
25155 "UNUSED"
25156 "UNUSED"
25157 "UNUSED"
25158 "UNUSED"
25159 "UNUSED"
25160 "<INTELLIGENCE ITEMS C04S01>"
25161 "Burocracia soviética: Solicitud de acceso a M-9@SOLICITUD DE ACCESO A LA UNIDAD DE PROCESAMIENTO DE DATOS M-9\n\n1. Razón de la solicitud: informe de progresos del cuarto trimestre para el general Zhukov sobre el proyecto Omega\n2. Plazo de entrega ( ) tres meses, ( ) seis meses, ( ) el año que viene, (x) otro: máxima prioridad del general Zhukov\n3.Si ha señalado otra, debe proporcionar el nombre de tres familiares por si fuese denegada y se considerasen necesarias ejecuciones: Oleg Andropov, Sergei Osipov, Lena Osipov."
