/*
LTJS
NOLF2 CRES
11886 "A man was killed behind the Hotel Happy Guest! They say it was a gang of bandits!"
11887 "It's so hot today!"
11888 "I'm told a family was mauled by wild dogs at the Hotel Happy Guest. How tragic!"
11889 "I wish those gangsters had taken over a different movie theater. This one had such comfortable seats."
11890 "You, there. I bring word from Kamal. He wants to meet you."
11891 "Sadly, I forgot where I saw him. You'll have to find him yourself."
11892 "Like you, I am a victim of injustice. I have been driven away from my precious gate by nasty policemen."
11893 "I realize you must find me irresistible, but I'm tired of talking to you."
11894 "Go away."
11895 "The acting was terrible! And the special effects? The blood looked like red paint!"
11896 "It was arterial spray. It's brighter because it contains more oxygen. And how can you criticize the acting considering the movies YOU like?! I give up."
11897 "My favorite part is where she starts to undress and then the truck drives through the wall. I was laughing so hard soda shot out of my nose."
11898 "I like the scene in the bar with the guy with the thing and the other guy with the eye patch? I thought I was going to have to be hospitalized from laughing too much. What a great movie."
11899 "Put out this fire!"
11900 "You, there! I said put out this fire!"
11901 "I'm waiting to be rescued."
11902 "It's about time."
11903 "Hello, Agent Archer. How are you today?"
11904 "Are you, are you actually talking to me? Wow."
11905 "Hi, Cate. Mildred said to thank you for the flowers. She's feeling much better."
11906 "Mulligatawny? Wrong. Get lost."
11907 "This way! Come on! "
11908 "Follow me! "
11909 "Over here! "
11910 "Hurry! "
11911 "In here! "
11912 "Abigail..."
20000 "empty"
20001 "empty"
20002 "empty"
20003 "empty"
20138 "Oh!"
20140 "I'm bleeding!"
20141 "What are you doing!"
20142 "No, please!"
20143 "You are a horrible person!"
20147 "Here, kitty!"
20148 "What are you thinking?"
20149 "Put away that thing!"
20150 "You're making me nervous!"
20154 "Help, I'm stuck!"
20155 "I'm suddenly quite immobile!"
20156 "No!"
20157 "Oh no!"
20180 "Please!"
20182 "Hmm."
20183 "I don't feel well at all."
20184 "Hm?"
20185 "What's this?"
20186 "It's the girl from the poster!"
20187 "Police!"
20190 "I can't see!"
20603 "Oh!"
20605 "I'm bleeding!"
20606 "What are you doing!"
20607 "No, please!"
20608 "You are a horrible person!"
20612 "Here, kitty!"
20613 "Why are you trying to intimidate me?"
20614 "No need for that!"
20615 "You're making me very nervous!"
20619 "Help, I'm stuck!"
20620 "I can't move!"
20621 "Uh oh!"
20622 "Oh no!"
20645 "Please!"
20647 "Hmm."
20648 "I don't feel very well."
20649 "Hm?"
20650 "What's this?"
20651 "It's the girl from the poster!"
20652 "Police!"
20655 "I can't see!"
20930 "There's no need for that!"
20931 "Please don't point that thing at me."
20932 "Don't hurt me!"
20956 "Help me!"
20957 "Why me?"
20959 "Hm."
20961 "Hmmm."
20962 "What have we here."
20963 "Interesting."
20964 "Dear lord!"
20965 "Are you okay?"
20966 "Goodness!"
20967 "There is cause for alarm."
20968 "Sensors detect trouble."
20969 "No cause for distress."
20970 "Engaging target."
20971 "Attack! Attack!"
20972 "Requesting assistance."
20973 "Pursuing target."
20974 "Suspicious life form detected."
20975 "What a cute little kitten."
20976 "Danger!"
20977 "Intruder suspected in vicinity."
20978 "Suspicious auditory stimulus detected."
20979 "Intruder detected!"
20980 "Suspicious visual stimulus detected."
20981 "System error!"
20982 "Minor damage sustained."
20983 "Adhesive substance detected."
20984 "Dangerous object detected."
20985 "Math is fun."
20986 "Computing."
20987 "All systems responding."
20988 "System analysis in progress."
20989 "Scanning."
20990 "Patrol sequence active."
20992 "Results of investigation: inconclusive."
20993 "Calculating probable route."
20994 "Calculating."
20995 "Gaseous substance detected."
20996 "Commencing search procedure."
20997 "Results of search: inconclusive."
20998 "Are you operational?"
21162 "Bad kitty!"
21163 "Kitty, kitty, kitty!"
21164 "Argghh!"
21165 "Yeaaahhh."
21166 "Roooooaaaaarrr!"
21167 "Rrrrrr."
21168 "MMmmmm."
21169 "Grrrr."
21170 "Ur?"
21171 "Rr."
21172 "AAAAHHHHRRRRGGGHHHH!!!"
21173 "KILL!!!"
21174 "DESTROY!!!"
21177 "Rr?"
21184 "Rrrr."
21185 "Grrr."
21186 "Mmm."
21188 "Mm?"
21189 "(muffled speech)"
21190 "(muffled speech)"
21191 "(muffled speech)"
21192 "(muffled speech)"
25000 "<INTELLIGENCE ITEMS C01S01>"
25001 "UNUSED"
25002 "Public Notice: Village curfew@PUBLIC NOTICE:\n\nA mandatory curfew is in effect tonight from 6:00pm to 6:00am. Residents caught out of doors during these hours will be dealt with severely. \n\nHaruko Muroi\nAssistant Administrator\nKatakuri Ninja Clan"
25003 "Ninja Clan Memo: Patrols@To all clan members:\n\nWe expect the spy to enter the village from the east, where most of the best tourist attractions are concentrated, but it's also possible she'll approach from the direction of the falls. Please report to your assigned posts promptly this evening. It is recommended you eat before your shift begins, as our food budget was used up by last month's attack on the Oshii clan headquarters.\n\nHaruko Muroi\nAssistant Administrator"
25004 "UNITY Dossier: Ninjas@Cate,\n\nWhile information on the ninja clan in Inotakimura is somewhat scarce, we have been able to ascertain the following details:\n\n- Ninjas are trained to lunge great distances for powerful strikes against their enemies.\n\n- They can use smoke bombs to vanish, often reappearing close to their targets for surprise attacks.\n\nI hope this information proves helpful. Take care of yourself.\n\nBruno Lawrie\nSenior Field Operative\nUNITY Special Operations Division"
25005 "UNITY Memo: Bonus objectives@Agent Archer,\n\nSometimes you will come across opportunities for bonus assignments which you can complete for additional Skill Points. Keep your eyes open for intelligence items such as notes, briefcases, or letters.\n\nHere's a simple optional objective for practice: I've scattered six pages from the UNITY field manual throughout the general area. Collect them all before moving on.\n\nSanta,\nDirector of Gadgetry\nUNITY Toymaker Division"
25006 "UNITY Manual: Searching@SEARCHING\n\nEnemies often carry valuable items such as ammunition, armor, first aid, or important documents, so be sure to search them thoroughly by holding down the Action button until the progress bar disappears. You may want to move your victims into the shadows before searching them to avoid drawing unwanted attention.\n\nYou can also search filing cabinets and stacks of paper for hints and useful intelligence items. It is often by searching that you will find bonus objectives."
25007 "UNITY Manual: Unconscious enemies@UNCONSCIOUS ENEMIES\n\nEnemies that are knocked unconscious, such as by a taser or sleeping gas, will eventually wake up. They may also be roused by their comrades.\n\nYou can disarm unconscious enemies by searching them, thereby eliminating them as a threat unless they obtain a replacement weapon."
25008 "UNITY Manual: Action button@ACTION BUTTON\n\nWhen you target an object or character you can interact with, text will appear at the center of the screen to indicate what will happen when you press the Action button (default: Right Mouse Button). If the text is grayed out, you cannot interact with the item until some condition is met. For example, you may have to unlock a door or acquire a necessary inventory item.\n\nThe Action button will reload your currently selected weapon (assuming it can be reloaded) if nothing is targeted."
25009 "UNITY Manual: Hiding@HIDING\n\nWhenever you enter a potential hiding place, the Hiding Place icon will appear at the bottom of your screen. If you stand perfectly still, you will momentarily become hidden, at which point enemies won't see you until they're right upon you. You will stay hidden as long as you remain in the hiding place and don't move quickly or fire a weapon.\n\nIf you can't hide because an enemy knows where you are, the icon will be crossed out."
25010 "UNITY Manual: Intelligence items@INTELLIGENCE ITEMS\n\nBe sure to search everywhere for important documents. Some may contain information vital to your current mission. Others may give you Skill Point rewards.\n\nDocuments you pick up can be viewed at any time during a mission by accessing the Intelligence screen (default hotkey: I)."
25011 "UNITY Manual: Leaving an area 1@LEAVING AN AREA, PART 1\n\nWhen you see the Door icon, it means you are approaching the end of an area. Move forward to exit, but only if you're finished exploring."
25012 "UNITY Memo: Presents@Agent Archer,\n\nWhenever possible, I will arrange to leave useful equipment or ammunition for you in the field. Keep an eye out for foiled-wrapped presents like this one.\n\nThe coins you'll find in this package are worth more than their face value suggests, as you can throw them to distract enemies. You can even lure enemies away from their posts by tossing a coin around a corner or into an alley.\n\nSanta"
25013 "Reminder: Mission status@MISSION SCREEN\n\nConsult the Mission screen (default hotkey: Tab) for information on your current assignment. Here you will find your current objectives, which you must complete in order to accomplish your mission. Optional objectives (secondary tasks you can perform for bonus Skill Points) are also listed here, along with Parameters, which are general guidelines or rules of conduct. Violating parameters may result in forfeited Skill Point rewards or even mission failure."
25014 "Reminder: Equipment screen@EQUIPMENT SCREEN\n\nWhenever you acquire new weapons, gadgets, or ammunition, remember that you can consult the Equipment screen (default hotkey: M) at any time for information on their features and uses. This screen also lets you select equipment and ammunition or gadget functions while the game is paused."
25015 "Reminder: Skill points@SKILL POINTS\n\nYou will be awarded Skill Points for overcoming certain obstacles or accomplishing specific objectives. Access the Player screen (default hotkey: P) to spend these points to improve your abilities. Consider your playing style carefully before investing your points."
25016 "Reminder: Neutralizing enemies@NEUTRALIZING ENEMIES\n\nYou can dispatch enemies stealthily by using quiet weapons like the taser, crossbow, or a silenced pistol. If enemies are alerted to your presence, they will cry out when injured, attracting attention."
25017 "Reminder: Moving bodies@MOVING BODIES\n\nEnemies will become alarmed if they see a fallen comrade, but you can use the Move Body key (default: G)to pick up incapacitated adversaries and drop them somewhere out of the way. You won't be able to run or use a weapon when carrying a body, so time your movements carefully."
25018 "Reminder: Disturbances@DISTURBANCES\n\nEnemies can hear just about any sound you can, so learn to move carefully. You can Sneak (default: Left Shift) to move silently. Also, certain materials (such as grass, carpet, or snow) will muffle your footfalls, while other materials (such as metal or ceramic tile) amplify sound. \n\nAlso, bumping into wind chimes or knocking over a bottle can cause a disturbance, so watch your step."
25019 "Reminder: Leaning@LEANING\n\nLean around corners (default: Q and E) to see what lies ahead. Don't peek too long or enemies may come to investigate."
25020 "<INTELLIGENCE ITEMS C01S02>"
25021 "UNITY Manual: Compass@COMPASS\n\nIn addition to keeping you oriented within the environment, your compass can provide other useful information. The Objective icon will direct you to locations crucial to your mission. You may also occasionally see an X, which indicates waypoints or other important destinations."
25022 "Ninja Clan Memo: Cate Archer@ATTENTION ALL CLAN MEMBERS\n\nBe on the lookout for UNITY agent Cate Archer. She is to be considered armed and extremely dangerous. Report any sightings to Takashi-san at once. \n\nHaruko Muroi\nAssistant Administrator"
25023 "UNITY Manual: Difficulty@DIFFICULTY SETTINGS\n\nKeep in mind that you can adjust the difficulty of your mission at any time by bringing up the Options menu, selecting Game, and choosing the desired setting. Difficulty settings primarily affect how much damage enemies do to you, so if you find yourself becoming frustrated or not feeling challenged enough, try modifying the setting to suit your needs."
25024 "UNITY Manual: Saving@SAVING\n\nRemember to save your progress from time to time, either by using the Save Game option in the System menu or the Quicksave key (F6). Also, keep in mind that your progress is autosaved whenever you enter a new area, so you have the option of restarting the level if necessary."
25025 "UNITY Manual: Distractions@DISTRACTIONS\n\nOne of the most effective means of slipping past enemy agents is to distract them. For example, you can toss a coin down a dark alley to lure guards away from their posts. If the threat of an intruder doesn't get their attention, the distinctive chime of loose change on pavement surely will. If you don't have a coin, you can always improvise with your crossbow. Just don't cause too much of a ruckus or you'll alarm your enemies."
25026 "Ninja Clan Memo: Meeting moved@IMPORTANT! PLEASE READ!\n\nAt the Director's insistence, tonight's meeting has been moved to the main house. Please be sure to consult the revised guard post overview before reporting for duty to minimize confusion. If you will be patrolling an unfamiliar area, make sure to note the location of convenient restrooms.\n\nHaruko Muroi\nAssistant Administrator"
25027 "UNUSED"
25028 "UNUSED"
25029 "UNUSED"
25030 "MAP: Estate@"
25031 "Note from Hatori-san: Instructions@Agent Archer,\n\nI've left you instructions for how and where to contact me. For security reasons, I've placed four encoded notes around the neighborhood, each of which contains a portion of the message. That way, if one of the notes is intercepted and decoded, my safety will not be compromised.\n\nI also left a present for you near a vending machine.\n\nIsamu Hatori"
25032 "Note from Hatori-san: Rendezvous@I'll meet you at the sweet shop on the west side of the neighborhood. Look for the sign with the crane."
25033 "Note from Hatori-san: Red mailbox@There are three mailboxes in front of the sweet shop. You must arrange them in a specific sequence to signal me.\n\nThe red mailbox should be open."
25034 "Note from Hatori-san: Gray mailbox@There are three mailboxes in front of the sweet shop. You must arrange them in a specific sequence to signal me.\n\nThe gray mailbox should be closed."
25035 "Note from Hatori-san: Blue mailbox@There are three mailboxes in front of the sweet shop. You must arrange them in a specific sequence to signal me.\n\nThe blue mailbox should be open."
25036 "Ninja Clan Memo: Complaints@To all clan members:\n\nIt has come to my attention that some of you are dissatisfied with our current assignment. I realize that the Director is not an especially pleasant person to work for, but remember that Isako-san owes him a debt of honor. Please put aside your personal grudges for the sake of our clan.\n\nIf you have trouble coping with your resentment, Obaba will be available for counseling as soon as she finishes up her latest batch of poison.\n\nMikiko Shena\nMorale Officer"
25037 "Note: Briefcase delivery@Agent Archer\n\nPlease deliver this briefcase to Hatori-san at your earliest convenience. It contains information pertinent to his next assignment.\n\nSanta"
25038 "UNUSED"
25039 "Spy Manual@SPY TRAINING MANUAL"
25040 "<INTELLIGENCE ITEMS C02S01>"
25041 "Letter from Isako: Page 1@To: Hideko Sato\nFrom: Isako, Leader of the Katakuri Ninja Clan\n\nI am grateful for your concern, but I cannot accept your generous offer. As you know, I owe the Director a debt of honor. I could not possibly stand aside and let him be slain, even though his death would free me. My conscience could not abide such a betrayal."
25042 "Letter from Isako: Page 2@Perhaps if you understand the circumstances of my obligation you will appreciate my reasoning. After my parents were murdered, I was found wandering the streets of Kyoto by an old woman. Her fragile health prevented her from caring for me, but she convinced her daughter, then the leader of the Sakuragaoka ninja clan, to take me in and train me."
25043 "Letter from Isako: Page 3@When I turned 14, I was sent on my first assignment: to assassinate a greedy merchant who had been stealing girls from their families to use as prostitutes in his gambling dens. It was a simple task, but I was captured before I could kill him, having been betrayed by the very man who had commissioned the assassination. He had tricked us so that he could apprehend me and earn his master's favor."
25044 "Letter from Isako: Page 4@Before the merchant could have me put to death, his European friend intervened, asking that I be spared so that I might work for him. The merchant agreed, and the Director, for that's who it was, became my new master. So, you see, as much as it grieves me, I owe this man my life and must repay his generosity, however selfishly motivated it was. But I thank you most humbly for your consideration.\n\nIsako"
25045 "Spy Manual@SPY TRAINING MANUAL"
25046 "Note from Hatori-san: Apologies@Agent Archer,\n\nDue to increased ninja activity, I can no longer remain in the area. Please make your way back to the bridge, where Yamata-san awaits your return.\n\nBe extremely careful. I have never seen the clan so determined.\n\nIsamu Hatori"
25047 "UNITY Memo: Talking to people@Agent Archer\n\nAlways talk to people identified as friends to see if they have useful advice or information. You may have to address them several times to hear everything they have to say.\n\nSanta"
25048 "Letter: The Director@Dear Mr. Jones,\n\nI've gathered some information about this mysterious Englishman. According to local sources, he purchased the Fujioka estate more than ten years ago. He's been overheard to say that his reason for coming to Japan was its distance from England, although no one seems to know why that would be important to him. I will investigate further.\n\nIsamu Hatori"
25049 "Letter: Isako's birthday@My dear Isako,\n\nI realize I have not always been the most ideal mentor and that you serve me more out of a sense of duty than any real allegiance. I can't say I particularly blame you. All the same, I hope you can understand how important you are to me.\n\nHonor and competence are rare enough among the arrogant, law abiding hypocrites I am sworn to terrorize. In our industry, they're all but non-existent.\n\nHappy birthday.\n\nThe Director"
25050 "Note: Isako and the Director@Honorable Assistant Administrator,\n\nLast night, I was on guard duty at the main house. As I was patrolling along the roof, I heard laughter through an open window. The Director was in the middle of explaining to his dinner guests the manipulative games he must play in order to placate his loyal ninja servant. He said that like a dog, Isako is easily swayed by occasional demonstrations of paternal warmth. You MUST tell her! The man is intolerable.\n\nMasayo"
25051 "Note: Chalk marks@Agent Archer,\n\nHatori-san informed us that he observed a ninja placing chalk marks in front of three buildings in this area. We presume these marks are signals for agents making dead drops of valuable items or information.\n\nPlease try to locate and erase these marks so that we can redirect delivery to sites of our choosing.\n\nSanta"
25052 "Note: Patience@Masayo-san\n\nI understand and share your frustration, but we must be patient. Isako-san's sense of honor is very deep. Hearsay won't convince her to set it aside. I know this from experience. Someday he will betray himself to her. All I can do is make sure he always has plenty of sake on hand to keep his tongue loose.\n\nHaruko Muroi\nAssistant Administrator"
25053 "Note from Hatori-san: Caution@Agent Archer,\n\nWhen you reach the target area, be careful not to make too much noise! If you cause a disturbance, you'll lose your chance to photograph the Director. It would be a shame to miss out on the Skill Point reward by being reckless.\n\nIsamu Hatori"
25054 "UNITY Memo: Utility Launcher@Agent Archer,\n\nThe CT-180 Utility Launcher is one of our most versatile tools. Its default ammunition is a miniature Tracking Device that will mark a target's position on your compass. The dart is lightweight enough that enemies will not notice being hit by it. \n\nSanta"
25055 "UNUSED"
25056 "UNUSED"
25057 "UNUSED"
25058 "UNUSED"
25059 "UNUSED"
25060 "<INTELLIGENCE ITEMS C02S02>"
25061 "Ninja Clan Memo: Alert@All clan members should be on full alert! The spy is still at large! Set up roadblocks along the eastern and southern approaches!\n\nDo not let her escape!\n\nHaruko Muroi\nAssistant Administrator"
25062 "Ninja Clan Memo: The spy@ATTENTION ALL CLAN MEMBERS\n\nI want the spy to die honorably and quickly. The Director and his soulless minion shall get no satisfaction from her death.\n\nIsako"
25063 "Note: Emiko Late@Emiko,\n\nWhere are you? The alarm has sounded and everyone must report to their posts. If you get this note, hurry over before Isako-san notices you are missing!\n\nYukiko"
25064 "Spy Manual@SPY TRAINING MANUAL"
25065 "Ninja Clan Memo: Cate Archer@ATTENTION ALL CLAN MEMBERS\n\nThe target of tonight's operation is Cate Archer, British superspy. Do not underestimate her.\n\nOh, and make sure she suffers.\n\nThe Director"
25066 "UNUSED"
25067 "UNUSED"
25068 "UNUSED"
25069 "<INTELLIGENCE ITEMS C02S03>"
25070 "Ninja Clan Memo: Punitive poetry reading@ATTENTION ALL CLAN MEMBERS\n\nThe Director has stated that should the spy escape, the entire clan will be subjected to a punitive poetry recitation featuring his mother's collected works, including her epic, \"My Ungrateful Son,\" her valiant but otherwise inexcusable contribution to the Icelandic saga tradition.\n\nFor the sake of your colleagues, please observe the strictest vigilance.\n\nHaruko Muroi\nAssistant Administrator"
25071 "Ninja Clan Memo: Party cancellation@ATTENTION ALL CLAN MEMBERS\n\nBecause of tonight's ongoing emergency, we will be rescheduling Mikiko-san's birthday celebration for tomorrow night.\n\nHaruko Muroi\nAssistant Administrator"
25072 "UNUSED"
25073 "UNUSED"
25074 "UNUSED"
25075 "UNUSED"
25076 "UNUSED"
25077 "UNUSED"
25078 "UNUSED"
25079 "UNUSED"
25080 "<INTELLIGENCE ITEMS C03S01>"
25081 "UNITY Manual: Leaving an area 2@LEAVING AN AREA, PART 2\n\nA Door icon with a two-way arrow indicates that you can return to an area after leaving it. Occasionally, you will have to go back and forth between areas to overcome obstacles or accomplish certain objectives."
25082 "MAP: Base grounds@"
25083 "Soviet Memo: Drowning@To: All Personnel\nFrom: Human Resources\n\nThe productivity of our great installation has suffered due to the unfortunate, probably accidental drowning deaths of comrades Zymlyanoi and Alexei last week. Patrols are hereby prohibited from taking shortcuts across the frozen lake until further notice.\n\nYou are being watched."
25084 "UNUSED"
25085 "UNITY Memo: Welder@Agent Archer,\n\nI've added a little something extra to your hairspray. Use it to weld off certain types of metal locks and hinges. Good luck!\n\nSanta"
25086 "Soviet paperwork: Cigarette rations@To: All Personnel\n\nAddendum 90/C-4 of the Personal Hygiene & Fitness Manual (volume 7, page 3,483) stipulates a daily ration of 18 cigarettes per soldier. Exceeding this allowance is punishable by death, unless the cigarettes are stolen (which is punishable by torture and death) or given freely by a comrade (punishable by torture but not by death). Failure to meet the 18 cigarette quota is also punishable by death.\n\nYou are being watched."
25087 "UNITY Memo: Mission brief@Agent Archer\n\nOur intelligence suggests that getting into the facility will be much simpler than getting out. Therefore, your first objective will be to sabotage the enemy's communications and power supply.\n\nYou'll also need to plant charges at a bridge near your current position for detonation on your return. Destroying the bridge should cut off any pursuit.\n\nI've marked the position of a hunting cabin where we've left you some additional supplies, including a sniper rifle that should come in handy.\n\nSanta."
25088 "UNITY Memo: Utility launcher@Agent Archer,\n\nI've enclosed a standard issue CT-180 Utility Launcher with 10 reusable tranquilizer darts. Each dart delivers a powerful sedative that will put a target to sleep instantly. Note that unconscious enemies will awaken eventually.\n\nYou can use the Change Ammo key (default: F) to cycle between your Tranquilizer and Tracking Bug ammunition. Remember that you can also go to the Equipment screen to switch ammunition while the game is paused.\n\nSanta"
25089 "UNUSED"
25090 "UNUSED"
25091 "UNUSED"
25092 "UNUSED"
25093 "UNUSED"
25094 "UNUSED"
25095 "UNUSED"
25096 "UNUSED"
25097 "UNUSED"
25098 "UNUSED"
25099 "UNUSED"
25100 "<INTELLIGENCE ITEMS C03S04>"
25101 "UNITY Memo: Hunting cabin@Agent Archer,\n\nPlease find the supplies our agent left for you.\n\nWhen you've completed your objectives, return here and radio headquarters. You'll want to wait for dark before proceeding to the military compound.\n\nSanta"
25102 "UNUSED"
25103 "UNUSED"
25104 "UNUSED"
25105 "UNUSED"
25106 "UNUSED"
25107 "UNUSED"
25108 "UNUSED"
25109 "UNUSED"
25110 "UNUSED"
25111 "UNUSED"
25112 "UNUSED"
25113 "UNUSED"
25114 "UNUSED"
25115 "UNUSED"
25116 "UNUSED"
25117 "UNUSED"
25118 "UNUSED"
25119 "UNUSED"
25120 "<INTELLIGENCE ITEMS C03S03>"
25121 "Soviet paperwork: Coffee consumption@To: All Personnel\n\nAddendum 90/C-4 of the Personal Hygiene & Fitness Manual (volume 12, page 4) specifies that every soldier may consume no more and no less than 9 cups of coffee per day. Personnel caught diluting their coffee with water or other liquid substances will be shot on sight. Anyone caught pouring coffee into planters or down drains will be executed by lethal injection. Giving your coffee to a dog is punishable by filing duty in the Main Records Building.\n\nYou are being watched."
25122 "Soviet Memo: M-9 access request@Lieutenant Guniko,\n\nI am writing to request access to the M-9 Data Processing Unit area in the Main Records Building. I have been reassigned to Project: Omega, but cannot report for duty without proper security clearance. I have already submitted several requests for clearance, but they were denied due to the fact that I do not have access to the M-9 Data Processing Unit area. I am unsure how to proceed.\n\nRespectfully,\nCorporal Butsenko"
25123 "Soviet Memo: M-9 access denial@Corporal Butsenko,\n\nI am afraid I cannot approve your request for access to the M-9 Data Processing Unit area. Although I appreciate the difficulty of your circumstances, I do not have the authority to grant security clearance to anyone who does not already have access to the M-9 Data Processing Unit area. Once you have obtained the necessary authorization, I can provide the necessary authorization. I hope this information makes everything clear for you.\n\nLieutenant Guniko"
25124 "UNUSED"
25125 "UNUSED"
25126 "UNUSED"
25127 "Document: Readiness Report Part I@Soviet Military Readiness Report\n\nPart I. Background Information\n\nThis report has been prepared in accordance with the wishes of General Nikolai Zhukov, who is a very nice general and one of my personal heroes. Did you know that General Zhukov was a decorated veteran of the Great Patriotic War? It's true! He is also an avid botanist with a special interest in cruciferous plants, which I too like very much. Especially chard."
25128 "UNUSED"
25129 "UNUSED"
25130 "Soviet Paperwork: Fuel request@REQUISITION FORM J-9:\n\n1. Item(s) Requested: Vehicle Fuel, 10 barrels.\n2. Reason for Request: Inadequate supply.\n3. By making this Request, are you suggesting that the Soviet Union isn't meeting your needs? ( )Yes (x)No"
25131 "UNUSED"
25132 "UNUSED"
25133 "UNUSED"
25134 "UNUSED"
25135 "UNUSED"
25136 "UNUSED"
25137 "UNUSED"
25138 "UNUSED"
25139 "UNUSED"
25140 "<INTELLIGENCE ITEMS C03S02>"
25141 "Soviet Report: BLINDSIDE@To: General Zhukov\nFrom: KLAUS\n\nBLINDSIDE is proceeding on schedule. Of all our illustrious operations against the Main Adversary, none has ever been as bold or ambitious as this, nor as guaranteed to secure such absolute victory for the Soviet Union and total humiliation for our enemies. I shall report again once I've made contact with MR. BIG and outlined our proposal. I'm sure he will be most receptive to our generous offer."
25142 "Soviet Report: BLINDSIDE stalled@To: General Zhukov\nFrom: KLAUS\n\nBLINDSIDE is dead in the water. I suspect treachery, as my attempts to meet with MR. BIG have been repeatedly foiled. The Main Adversary must have learned of our intentions to recruit President Johnson, which explains why I cannot schedule an appointment with him. I am confident that even a five minute interview would have been sufficient to turn him to our cause, but the Americans are extremely crafty. Trust no one."
25143 "Spy Training Manual@SPY TRAINING MANUAL"
25144 "UNUSED"
25145 "UNUSED"
25146 "Document: Readiness Report Part II@Soviet Military Readiness Report\n\nPart II. Conclusions\n\nAs has already been stated, General Zhukov is a most admirable individual whose numerous outstanding achievements provide an excellent example for all good Soviets to follow. He is fond of cross country skiing, Siberian folk music, and romantic evenings on the shore of Lake Baikal with any of his various mistresses, including my wife, Nadia. In conclusion, I think it's clear that the Soviet military is blessed with a leader whose wisdom is all the readiness we could ever ask for."
25147 "Soviet Memo: Sabotage@TOP SECRET ANTI-SABOTAGE REPORT\n\nComrade Karpov,\n\nAfter inspecting your facility, I would conclude that the only serious threat of sabotage you face would arise from a demolition charge placed inside the access panel between the two main generators. Obviously, the likelihood that a decadent capitalist spy would recognize this opportunity is virtually non-existent.\n\nI need hardly mention that this report should be kept under lock and key.\n\nCorporal Butsenko"
25148 "UNUSED"
25149 "UNUSED"
25150 "UNUSED"
25151 "UNUSED"
25152 "UNUSED"
25153 "UNUSED"
25154 "UNUSED"
25155 "UNUSED"
25156 "UNUSED"
25157 "UNUSED"
25158 "UNUSED"
25159 "UNUSED"
25160 "<INTELLIGENCE ITEMS C04S01>"
25161 "Soviet paperwork: M-9 access request@ACCESS REQUEST FOR M-9 DATA PROCESSING UNIT\n\n1.Reason for request: 4th Quarter progress report for General Zhukov on Project Omega\n2. Date required:\n ( ) 3 months\n ( ) 6 months\n ( ) next year some time\n (x) other: Priority One order from General Zhukov\n3. If Other, you must provide the names of three relatives in case Request is denied and punitive executions are deemed necessary: Oleg Andropov, Sergei Osipov, Lena Osipov"
25162 "Letter: Anya's Visit@Dearest Sergei,\n\nThank you for your kind letter. Of course I forgive you. I understand that you were drunk. Besides, the scar tissue is hardly noticeable.\n\nI can't believe you got me three pairs of American blue jeans! I miss you so much. I must come visit at once! You're sure they are the right size? Oh, but how I long to see you. I'm so excited! How I've dreamed of blue jeans!\n\nAnya"
25163 "Letter: Anya's Reassurance@Darling Sergei,\n\nHow can you even think such a thing, my sweet?! I'm excited about the jeans, of course, but it's YOU I want to see. I'm not the kind of woman to hold a grudge against a man for breaking a bottle of vodka over her head for no reason! I think of those few days I spent in the hospital as a much needed vacation. And the doctor says the seizures shouldn't last much longer! Aren't you excited to see me in American denim?\n\nAnya"
25164 "Letter: Anya's Forgiveness@Sergei, my love,\n\nI can't wait to see you! It is thoughtful of you to leave the back door unlocked, but I'm concerned about the electrified security fence. Remember what happened to poor Yuri's wife last summer? Although the new hairstyle suits her. My brother said you could pour some sugar in the fuel tank of generator that powers the security fence since it's on a separate circuit. He used to be stationed there.\n\nAnya"
25165 "MAP: Soviet Compound@"
25166 "UNITY Memo: Fuel depot sabotage@Agent Archer,\n\nThe fuel depot that supplies the base is located in the outer yard near your current position. Sabotaging it will serve two purposes. First, it should create a rather dramatic diversion to help facilitate your exfiltration from the base. Second, it will cripple the base's operations until it can be repaired, which will benefit our upcoming covert missions in the vicinity. The timer on this explosive is set to detonate during your escape."
25167 "Recipe for Soup@Russian Cabbage Soup: \n\n1 lb rump roast, 1 medium head shredded cabbage, 1 large onion, 2 tbsp vinegar, 1 clove garlic, 2 tbsp sugar. \n\nIn large pot, cover ingredients with cold water. Let stand for 1 hour. Boil 3 hours."
25168 "Note: No more cabbage!@No more Cabbage Soup! Have you spent time near the latrine? Have mercy on your fellow comrades!"
25169 "Soviet paperwork: Cabbage request@FRESH PRODUCE REQUISITION FORM R-4/2:\n\n1. Fresh Produce Item(s) Requested: \n (x) Cabbage, ( ) Beets, ( ) Potatoes, ( ) Radishes\n2. Quantity: 400 heads\n3. Delivery priority: \n (x) One week, ( ) One month, ( ) One year, ( ) Never mind"
25170 "UNUSED"
25171 "UNUSED"
25172 "UNUSED"
25173 "UNUSED"
25174 "UNUSED"
25175 "UNUSED"
25176 "UNUSED"
25177 "UNUSED"
25178 "UNUSED"
25179 "UNUSED"
25180 "<INTELLIGENCE ITEMS C04S02>"
25181 "Note: Strange package@Lieutenant Pupkin,\n\nI found this strange package while on patrol near the southern wall. Its shiny, attractive wrapping leads me to suspect an elaborate Capitalist plot. I will rely on your wise judgment to decide what to do with it.\n\nSergeant Kominski"
